epoch,loss,mae,val_loss,val_mae,test_loss,test_mae
0,1.939155101776123,1.119113564491272,1.3505675792694092,0.8902114629745483,1.3210077285766602,0.8636876344680786
1,1.400753140449524,0.9631317257881165,1.0253905057907104,0.8446694612503052,0.9729386568069458,0.7996706962585449
2,1.1935559511184692,0.8621436953544617,1.0475119352340698,0.8649824857711792,0.9927334785461426,0.8186070919036865
3,1.1456328630447388,0.8786900639533997,1.0196458101272583,0.8186883330345154,0.9812846779823303,0.7834389805793762
4,1.0767821073532104,0.8620943427085876,1.0138323307037354,0.8126041293144226,0.979958713054657,0.7813690900802612
5,1.0280821323394775,0.8354620933532715,0.9637365341186523,0.8068776726722717,0.9352798461914062,0.7788822650909424
6,0.9493423104286194,0.8013700842857361,0.9519674777984619,0.806351363658905,0.9201402068138123,0.7779014706611633
7,0.937349259853363,0.7976498603820801,0.9456194043159485,0.8015006184577942,0.9056519269943237,0.7699092626571655
8,0.8972156047821045,0.7817172408103943,0.9405927062034607,0.7861943244934082,0.9036831855773926,0.7574536204338074
9,0.8814286589622498,0.7700703144073486,0.9215089678764343,0.7840947508811951,0.8866895437240601,0.7568283081054688
10,0.8948049545288086,0.7738066911697388,0.9236786961555481,0.7809887528419495,0.88288813829422,0.7520008683204651
11,0.871951162815094,0.7667756080627441,0.9167455434799194,0.7770174741744995,0.8798014521598816,0.7506920099258423
12,0.8659947514533997,0.7624405026435852,0.9185330867767334,0.7730395793914795,0.8826635479927063,0.7477191090583801
13,0.8322086334228516,0.745775043964386,0.931829571723938,0.7695784568786621,0.889673113822937,0.7403365969657898
14,0.8578476309776306,0.7624604105949402,0.9087797999382019,0.7648026943206787,0.8690690994262695,0.7370068430900574
15,0.792884349822998,0.7293437123298645,0.8968246579170227,0.7601094245910645,0.8615815043449402,0.7352076172828674
16,0.8187152743339539,0.7450233101844788,0.8973323106765747,0.7588851451873779,0.8603751063346863,0.7332457900047302
17,0.7778778672218323,0.7222595810890198,0.8959471583366394,0.7559487819671631,0.8545042872428894,0.7301144599914551
