trial,epoch,loss,mae,val_loss,val_mae,test_loss,test_mae
0,0,613.609924,14.943855,12.409492,3.374057,12.244662,3.360256
0,1,22.042019,3.805469,1.043752,0.863433,0.966787,0.812293
0,2,22.609716,3.786394,1.497058,0.926197,1.444403,0.898926
0,3,26.982237,4.123097,1.051231,0.868324,0.973580,0.817821
0,4,22.771587,3.744607,1.380286,1.000917,1.290902,0.970289
0,5,24.497034,3.976706,1.366879,0.996284,1.279117,0.965304
0,6,22.703676,3.791818,1.166839,0.921737,1.085880,0.879031
0,7,23.512119,3.937474,1.007743,0.833885,0.938218,0.786702
0,8,19.994383,3.592292,1.003849,0.837788,0.933767,0.790257
0,9,18.186306,3.366194,1.006325,0.836461,0.937381,0.789593
0,10,14.498571,2.984857,1.227005,0.944624,1.146885,0.908599
0,11,8.009312,2.227441,1.361765,0.993945,1.279125,0.965637
0,12,3.830658,1.540622,1.035547,0.858568,0.965090,0.811232
0,13,3.005083,1.386513,1.100898,0.893782,1.026230,0.849628
0,14,2.682130,1.298008,1.150549,0.829634,1.090726,0.802960
0,0,26.640385,4.195549,7.418767,2.530395,7.286827,2.518815
0,1,8.159317,2.336469,1.331504,0.881255,1.281735,0.855004
0,2,3.686145,1.552507,1.374819,0.893315,1.327533,0.866420
0,3,2.418552,1.236121,1.292719,0.968124,1.218060,0.935209
0,4,1.782777,1.060228,1.013503,0.826183,0.950238,0.791937
0,5,1.624784,1.042325,1.050833,0.818985,0.989289,0.787775
0,6,1.421493,0.957491,1.057720,0.870586,0.983968,0.826937
0,7,1.244956,0.901468,1.025118,0.820989,0.960668,0.782384
0,8,1.211807,0.910455,1.022160,0.850081,0.948801,0.804118
0,9,1.137681,0.867064,1.003208,0.825931,0.933312,0.780862
0,10,1.104067,0.850900,0.999399,0.833065,0.926875,0.785709
0,11,1.120320,0.862324,0.993314,0.828022,0.917871,0.779945
0,12,1.056189,0.850484,0.988242,0.822379,0.912235,0.775334
0,13,1.016457,0.828245,0.980828,0.819660,0.906812,0.773592
0,14,0.992982,0.808184,0.973746,0.812342,0.898894,0.766425
0,0,20619.296875,85.767242,314.510101,17.703529,316.097290,17.748823
0,1,375.717743,15.292349,7185.277832,84.760117,7194.249023,84.812965
0,2,575.150635,19.596422,15.261509,3.771494,15.529898,3.808568
0,3,455.736633,17.179382,604.559082,24.565733,602.852356,24.531048
0,4,461.186676,17.269295,198.879944,14.065809,200.195084,14.112356
0,5,416.462677,16.269348,196.738113,13.989058,198.153488,14.039333
0,6,420.303101,16.418795,13.643667,3.545897,14.010357,3.597750
0,7,437.999176,16.411732,39.496082,6.198880,40.177452,6.254516
0,8,375.440002,15.246739,18.118832,4.129025,18.573877,4.185389
0,9,386.849457,15.294058,10.571397,3.080960,10.917615,3.138136
0,10,361.019775,15.196485,132.933655,11.482828,134.288666,11.541929
