trial,epoch,loss,mae,val_loss,val_mae,test_loss,test_mae
0,11,318.167328,13.969068,4.990030,1.982600,5.200010,2.030325
0,12,293.536560,13.536324,2.302602,1.205713,2.420933,1.214444
0,13,244.280655,12.422091,243.355530,15.565280,244.978546,15.616498
0,14,243.238449,12.595300,235.096405,15.296656,233.529984,15.244308
0,0,3398.137695,33.681557,22.888887,4.673139,22.682262,4.658742
0,1,12.954138,3.068759,12.898164,3.442899,12.929796,3.458589
0,2,6.089477,1.983680,1.182871,0.918687,1.104245,0.874843
0,3,4.598209,1.764875,1.104116,0.873899,1.033482,0.828053
0,4,2.892220,1.382445,1.668403,0.983650,1.619973,0.965524
0,5,2.445188,1.267503,2.515114,1.271685,2.478456,1.259530
0,6,2.437885,1.223197,2.097955,1.131034,2.056674,1.113987
0,7,2.512702,1.276426,1.929647,1.073330,1.886430,1.054876
0,8,2.125320,1.180681,2.059362,1.117679,2.018247,1.100428
0,9,2.091842,1.165450,2.015121,1.102385,1.973692,1.084738
0,10,1.943539,1.093256,1.855671,1.047270,1.812116,1.029061
0,11,1.888173,1.100268,1.917628,1.068923,1.874980,1.050158
0,0,459.252594,13.272120,10.400064,3.060117,10.219549,3.042610
0,1,18.465036,3.488917,1.060149,0.871438,0.980480,0.819430
0,2,18.953260,3.470387,1.763067,1.015054,1.719743,0.990192
0,3,25.110271,4.035228,1.028528,0.843950,0.954958,0.794089
0,4,24.332211,3.846039,1.358342,0.992782,1.264929,0.957871
0,5,20.305073,3.596066,1.099624,0.892051,1.017015,0.841801
0,6,19.598530,3.507843,1.077396,0.881221,0.996371,0.830618
0,7,19.333336,3.464288,1.273649,0.961904,1.183367,0.922484
0,8,19.416134,3.518544,1.107221,0.895698,1.024383,0.846036
0,9,18.269278,3.471313,1.040863,0.860212,0.963626,0.808567
0,10,15.659614,3.151299,1.086025,0.885931,1.004842,0.835888
0,11,15.317595,3.109846,1.134537,0.907444,1.050609,0.859403
0,0,404.358582,11.071215,1.020053,0.837394,0.953149,0.790602
0,1,5.771142,1.939221,2.449883,1.352091,2.349089,1.345631
0,2,5.342948,1.855695,0.998469,0.829831,0.927691,0.782418
0,3,3.657869,1.520734,1.200342,0.935446,1.117916,0.896331
0,4,2.018020,1.136378,1.004514,0.839033,0.934621,0.791257
0,5,1.258007,0.920605,1.396627,1.010287,1.320407,0.985126
0,6,1.217828,0.915869,1.018651,0.850246,0.948152,0.804058
0,7,1.237182,0.900980,1.074301,0.881700,0.999021,0.837336
0,8,1.146101,0.883320,1.077705,0.885741,0.995749,0.838779
0,9,1.150993,0.888219,1.143499,0.914076,1.065612,0.877589
0,10,1.095659,0.848163,1.205540,0.938106,1.130422,0.904244
0,0,10.245584,2.426702,2.628113,1.404690,2.527358,1.401098
0,1,1.960528,1.160352,1.373778,0.999873,1.292330,0.970957
0,2,1.286262,0.907667,1.042657,0.866427,0.966536,0.817502
0,3,1.245496,0.881785,1.251191,0.955468,1.170895,0.919789
0,4,1.166128,0.878205,1.245328,0.953663,1.165921,0.918307
0,5,1.086845,0.832228,1.198714,0.936283,1.119794,0.898175
0,6,1.040804,0.820443,1.289010,0.970041,1.209637,0.938055
0,7,0.934057,0.783073,1.241887,0.952734,1.164157,0.918540
0,8,0.916499,0.774186,1.177406,0.928106,1.100535,0.890581
0,9,0.862023,0.759310,1.249291,0.956519,1.174732,0.924432
0,10,0.850842,0.736168,1.316255,0.981722,1.245822,0.956266
0,0,5.154714,1.801512,2.662872,1.411745,2.594739,1.416358
0,1,2.275303,1.188396,1.429586,1.017617,1.353281,0.994631
0,2,1.550531,1.004824,1.054996,0.870605,0.976717,0.822786
0,3,1.278295,0.918243,1.245277,0.953672,1.163371,0.919275
0,4,1.045341,0.822155,1.268347,0.962874,1.189031,0.931214
0,5,1.006393,0.801691,1.243860,0.953834,1.165439,0.921829
0,6,0.919928,0.779668,1.368770,0.999468,1.293829,0.976093
0,7,0.830670,0.744570,1.330479,0.985834,1.254669,0.960316
0,8,0.770109,0.704595,1.389854,1.005893,1.320010,0.986656
0,9,0.791363,0.718099,1.406953,1.011848,1.337131,0.993514
0,10,0.730432,0.675222,1.350220,0.991137,1.275946,0.969257
0,0,27114.892578,74.858772,4.148025,1.771252,4.163732,1.786559
0,1,9.637997,2.788746,164.750900,12.789074,165.460281,12.818751
0,2,22.923920,4.640886,133.207214,11.488350,133.895081,11.520138
0,3,9.205611,2.680024,7.088770,2.432819,7.204007,2.460439
0,4,1.762446,1.089491,11.632836,3.234243,11.384880,3.205368
0,5,2.738323,1.383849,5.981966,2.220188,5.800354,2.204394
0,6,1.548951,1.000469,1.431210,0.909620,1.423557,0.890191
0,7,1.618729,0.999779,1.893383,1.043112,1.908404,1.035557
0,8,1.536528,0.999627,1.202424,0.910498,1.154757,0.870307
0,9,1.516556,1.007876,1.319350,0.976116,1.255966,0.934004
0,10,1.517909,0.999050,1.189198,0.896606,1.146476,0.858933
0,11,1.560957,1.019913,1.199723,0.878286,1.167331,0.845040
0,12,1.540372,1.005157,1.193886,0.903260,1.148556,0.864246
0,13,1.505256,1.001584,1.207268,0.914809,1.158116,0.874206
0,14,1.642945,1.038318,1.193714,0.903544,1.148236,0.864475
0,0,6848.039062,44.048367,6.826190,2.400967,6.640867,2.372029
0,1,78.304520,7.328019,182.062271,13.448915,182.977234,13.484644
0,2,95.916992,7.871997,336.038605,18.300930,337.372955,18.339029
0,3,106.814606,8.406112,368.361969,19.163996,369.812927,19.203503
0,4,93.996368,7.560838,450.179077,21.191132,451.877777,21.232605
0,5,68.127602,6.596973,613.197449,24.739840,615.296631,24.783308
0,6,52.987118,5.774505,633.018677,25.136774,635.244751,25.181957
0,7,38.805161,4.943005,595.573242,24.380114,597.813782,24.426878
0,8,30.736851,4.389783,478.187500,21.840025,480.257019,21.888195
