trial,epoch,loss,mae,val_loss,val_mae,test_loss,test_mae
0,1,2.310595,1.236842,1.027420,0.838143,0.954509,0.789102
0,2,1.485354,0.974308,1.160949,0.913381,1.085709,0.874524
0,3,1.228353,0.903645,1.005726,0.830544,0.935087,0.782132
0,4,1.052185,0.847708,1.000882,0.822058,0.938408,0.777676
0,5,1.034255,0.842695,0.990783,0.820326,0.927829,0.777333
0,6,0.995708,0.828088,0.984905,0.826559,0.917960,0.781203
0,7,0.967136,0.814947,0.980039,0.817187,0.917026,0.775105
0,8,0.966925,0.813386,0.968183,0.814491,0.905971,0.773715
0,9,0.955984,0.805690,0.958574,0.803378,0.897759,0.765802
0,10,0.933600,0.795117,0.952052,0.798777,0.896150,0.763021
0,11,0.916946,0.787213,0.929868,0.800378,0.878007,0.769522
0,12,0.907228,0.774804,0.945209,0.815420,0.883518,0.779305
0,13,0.884999,0.773184,0.926363,0.806016,0.868994,0.772855
0,14,0.923882,0.782462,0.918932,0.803042,0.865373,0.772036
0,0,37.669731,4.868110,11.774800,3.276783,11.886844,3.303507
0,1,8.424581,2.426167,6.782962,2.397995,6.594400,2.376775
0,2,3.891522,1.590954,3.523142,1.591470,3.528694,1.600955
0,3,2.276402,1.253575,1.674280,1.105020,1.568988,1.078666
0,4,1.493672,0.983124,1.122839,0.833493,1.070056,0.808672
0,5,1.370893,0.952340,1.028792,0.845516,0.963727,0.801836
0,6,1.265112,0.900537,1.020408,0.836683,0.959548,0.795965
0,7,1.123759,0.880064,1.016013,0.827792,0.957211,0.789651
0,8,1.155970,0.876225,1.005982,0.837206,0.943801,0.793670
0,9,1.118189,0.874312,1.000085,0.822014,0.941407,0.783484
0,10,1.100661,0.860357,0.986851,0.828616,0.926995,0.786929
0,11,1.122071,0.869206,0.974947,0.813469,0.919770,0.776843
0,12,1.029433,0.834161,0.966096,0.817755,0.908046,0.779078
0,13,0.985324,0.810798,0.955641,0.805858,0.897061,0.769376
0,14,0.962745,0.787553,0.945727,0.798379,0.887246,0.762578
0,0,2.388198,1.233262,1.211143,0.844223,1.137806,0.814247
0,1,1.168414,0.893747,1.095936,0.825997,1.021456,0.789032
0,2,1.080458,0.848136,1.020794,0.849485,0.945049,0.798851
0,3,1.032557,0.836790,0.994169,0.834971,0.924908,0.785795
0,4,0.969480,0.804979,0.980455,0.826085,0.913963,0.782649
0,5,0.970697,0.811280,0.970130,0.815091,0.905064,0.772366
0,6,0.978965,0.807281,0.949115,0.801198,0.891908,0.765413
0,7,0.914196,0.778583,0.925867,0.800315,0.868610,0.765369
0,8,0.862005,0.766826,0.896721,0.777338,0.850347,0.749659
0,9,0.826124,0.735556,0.907210,0.794852,0.868229,0.772220
0,10,0.845732,0.737082,0.913814,0.802771,0.891115,0.794474
0,11,0.827753,0.742239,0.892389,0.778059,0.837237,0.745681
0,12,0.775408,0.709597,0.863962,0.740023,0.817728,0.718679
0,13,0.774411,0.708200,0.838002,0.738188,0.802443,0.723239
0,14,0.744245,0.697790,0.824304,0.737381,0.792105,0.727534
0,0,106.311981,6.248858,6.098225,2.258842,5.960814,2.249385
0,1,3.236990,1.483518,1.752929,1.013701,1.708158,0.986548
0,2,2.280414,1.205651,1.032919,0.833111,0.968386,0.791084
0,3,1.610685,1.041718,1.210337,0.937688,1.132533,0.899459
0,4,1.537972,1.000538,1.030874,0.829349,0.967334,0.788905
0,5,1.355292,0.933496,1.024742,0.828629,0.961270,0.787744
0,6,1.273072,0.951240,1.013444,0.840114,0.947806,0.794483
0,7,1.215422,0.898203,1.007740,0.830125,0.944308,0.787028
0,8,1.176631,0.869763,1.008049,0.842826,0.942858,0.797301
0,9,1.106431,0.872174,0.997818,0.821983,0.936201,0.781085
0,10,1.046274,0.831297,0.988281,0.826853,0.926028,0.783376
0,11,1.055110,0.849578,0.981171,0.819956,0.920298,0.778200
0,12,0.998367,0.820937,0.972656,0.820088,0.912272,0.778169
0,13,0.963913,0.813603,0.948141,0.818360,0.895204,0.780933
0,14,0.916752,0.776857,0.932355,0.812524,0.881426,0.776537
0,0,128.723663,6.895834,1.854696,1.052348,1.805414,1.022709
0,1,4.160604,1.621767,1.430182,1.019478,1.351597,0.996026
0,2,4.814221,1.774877,1.453938,1.027831,1.375147,1.005897
0,3,4.568610,1.711423,1.050276,0.868345,0.980381,0.821356
0,4,3.904171,1.608434,1.083188,0.823483,1.021512,0.790993
0,5,3.275441,1.472954,1.032998,0.824028,0.969046,0.784661
0,6,2.373243,1.211499,1.008009,0.836431,0.940031,0.789159
0,7,1.833411,1.063168,1.108485,0.823547,1.049565,0.794904
0,8,1.400822,0.958525,1.013832,0.852522,0.962159,0.810160
0,9,1.302543,0.937862,1.046765,0.818389,0.985305,0.783549
0,10,1.279796,0.927061,1.001942,0.827882,0.937724,0.784248
0,11,1.254513,0.906434,1.014776,0.851848,0.947526,0.805454
0,12,1.111634,0.870827,1.044760,0.870199,0.999936,0.838748
0,13,1.120609,0.866441,0.976781,0.827682,0.920848,0.786278
0,14,1.103892,0.853652,0.985880,0.839963,0.932038,0.799467
0,0,1.104483,0.859466,1.032291,0.806148,0.961505,0.773224
0,1,1.022093,0.827602,1.002611,0.797471,0.934401,0.763322
0,2,0.970169,0.805674,0.955082,0.797312,0.879507,0.753325
0,3,0.886076,0.767958,0.934719,0.794128,0.852010,0.750864
0,4,0.847703,0.749456,0.911536,0.777907,0.834248,0.739505
0,5,0.833972,0.740176,0.894234,0.764112,0.825151,0.732067
0,6,0.787317,0.723713,0.887654,0.756057,0.816342,0.723599
0,7,0.751734,0.702963,0.874052,0.749134,0.803776,0.717462
0,8,0.730552,0.702496,0.857693,0.743331,0.791870,0.715611
0,9,0.712867,0.690113,0.859097,0.733056,0.794671,0.706949
0,10,0.706436,0.683568,0.841865,0.726807,0.778079,0.704171
0,11,0.646281,0.652408,0.832008,0.721757,0.782158,0.708315
0,12,0.637068,0.641467,0.821000,0.718635,0.772254,0.707652
0,13,0.593046,0.620787,0.821207,0.713688,0.765380,0.700316
0,14,0.569086,0.602133,0.813795,0.708029,0.755117,0.691137
