epoch,loss,mae,val_loss,val_mae
0,15.78170394897461,3.274336814880371,1.104058027267456,0.8856812715530396
1,7.438070774078369,2.1829450130462646,4.15148401260376,1.8085881471633911
2,4.664916515350342,1.7064882516860962,3.019660711288452,1.512496829032898
3,3.3906989097595215,1.4643490314483643,1.5007483959197998,1.042830467224121
4,2.1539909839630127,1.1728544235229492,2.969536781311035,1.4959607124328613
5,1.8929064273834229,1.1030009984970093,2.7837836742401123,1.4424474239349365
6,1.5853265523910522,0.983264684677124,2.8358724117279053,1.4558649063110352
7,1.3025323152542114,0.8994178771972656,3.3326737880706787,1.5932633876800537
8,1.1934664249420166,0.8785483241081238,2.9334120750427246,1.4834511280059814
9,1.0026229619979858,0.7787119746208191,2.3835253715515137,1.3256378173828125
10,0.9085588455200195,0.7640912532806396,2.5146327018737793,1.3635655641555786
11,0.8245115876197815,0.7300364971160889,2.5576460361480713,1.3753650188446045
12,0.8527393341064453,0.7438914179801941,2.5627501010894775,1.37685227394104
13,0.8105382323265076,0.7241347432136536,1.8982510566711426,1.1766482591629028
14,0.6475768685340881,0.6505107879638672,2.311581611633301,1.3029600381851196
15,0.6737721562385559,0.640720009803772,2.1477320194244385,1.253645896911621
16,0.6645330786705017,0.6495261788368225,1.7944047451019287,1.1414235830307007
17,0.6134284734725952,0.6231042146682739,1.4777201414108276,1.0318866968154907
18,0.5679536461830139,0.5925581455230713,1.6011689901351929,1.0758944749832153
19,0.5481458306312561,0.5835292339324951,1.374666690826416,0.9928157329559326
20,0.5168004631996155,0.5731149315834045,1.238816261291504,0.9356061816215515
21,0.5185719728469849,0.5701956748962402,1.2197901010513306,0.9308494925498962
22,0.4906099736690521,0.5575296878814697,1.3410942554473877,0.9818071722984314
23,0.4308221936225891,0.5157769322395325,1.176046371459961,0.9156131744384766
24,0.3938922584056854,0.49578341841697693,1.0758033990859985,0.8675926327705383
25,0.39796727895736694,0.4830739498138428,0.992746889591217,0.8264508843421936
26,0.37479910254478455,0.48815131187438965,0.9768794775009155,0.8174850344657898
27,0.38519641757011414,0.4973686933517456,0.9766886234283447,0.8171086311340332
28,0.3873855173587799,0.48520341515541077,0.9324378967285156,0.7975895404815674
29,0.31721919775009155,0.4383254945278168,0.9781683683395386,0.8186650276184082
30,0.34778085350990295,0.47117507457733154,0.9132725596427917,0.7844403982162476
31,0.3391742408275604,0.4583078920841217,0.9325385093688965,0.7758886218070984
32,0.30847272276878357,0.4379059672355652,0.9535399675369263,0.7881792783737183
33,0.3049308955669403,0.42872294783592224,0.958548367023468,0.7987488508224487
34,0.2932301461696625,0.43206191062927246,0.9678964018821716,0.8078505396842957
35,0.2924477756023407,0.42478275299072266,0.9049533605575562,0.774326741695404
36,0.25025540590286255,0.3871823847293854,0.9142510294914246,0.7762088179588318
37,0.272903174161911,0.4043564200401306,0.9234015941619873,0.7729349136352539
38,0.232840895652771,0.37733474373817444,0.8973098993301392,0.7635595798492432
39,0.24716658890247345,0.38371384143829346,0.8941434621810913,0.7698561549186707
40,0.25543245673179626,0.396712064743042,0.9024200439453125,0.773590624332428
41,0.24285545945167542,0.3839800953865051,0.9166345596313477,0.7825211882591248
42,0.2109956443309784,0.3609834909439087,0.9042571187019348,0.7667900919914246
43,0.21109554171562195,0.36013883352279663,0.8902743458747864,0.761407732963562
44,0.22089479863643646,0.36922433972358704,0.8866686820983887,0.7523064017295837
45,0.22436611354351044,0.3679323196411133,0.9014877676963806,0.7530924081802368
46,0.21567589044570923,0.361910343170166,0.9257561564445496,0.7592699527740479
47,0.20813895761966705,0.3525339961051941,0.9072848558425903,0.7555547952651978
48,0.19569750130176544,0.3369792401790619,0.887029767036438,0.7544366717338562
49,0.17875070869922638,0.3326443135738373,0.8823328018188477,0.7541306614875793
50,0.1937979757785797,0.34045347571372986,0.8564503788948059,0.7487654685974121
51,0.19612468779087067,0.3443160355091095,0.8531461954116821,0.7417883276939392
52,0.1709061861038208,0.3173823654651642,0.8542168736457825,0.7449542284011841
53,0.18717718124389648,0.33316776156425476,0.8565326929092407,0.7453368902206421
54,0.1945989429950714,0.33938199281692505,0.9288270473480225,0.7824925780296326
55,0.16847796738147736,0.32340553402900696,0.8316485285758972,0.7280219197273254
56,0.1677439659833908,0.3248225450515747,0.8154367208480835,0.7228183746337891
57,0.16619646549224854,0.3112441599369049,0.8193848729133606,0.7243875861167908
58,0.15672233700752258,0.3048243522644043,0.8157515525817871,0.7201021313667297
59,0.17284591495990753,0.32124632596969604,0.8528463840484619,0.7237013578414917
60,0.1731012463569641,0.3258826732635498,0.881762683391571,0.7254734635353088
61,0.1747012436389923,0.3204457759857178,0.8467057347297668,0.7178313732147217
62,0.1548631489276886,0.30837684869766235,0.8504217863082886,0.723820686340332
63,0.1644129753112793,0.31192609667778015,0.7999042868614197,0.7202747464179993
64,0.1578030288219452,0.311411052942276,0.8211208581924438,0.7325390577316284
65,0.163270965218544,0.3138467073440552,0.805296003818512,0.7209431529045105
66,0.14054694771766663,0.2897883951663971,0.7839632630348206,0.7008609175682068
67,0.14239786565303802,0.29383236169815063,0.8232733607292175,0.728568434715271
68,0.15548743307590485,0.30903616547584534,0.8565183281898499,0.7384795546531677
69,0.15916982293128967,0.31304416060447693,0.8454627394676208,0.7403978109359741
70,0.1427316963672638,0.293828547000885,0.8498497009277344,0.7416006326675415
71,0.1432928442955017,0.2911469340324402,0.8451843857765198,0.7369094491004944
72,0.14689822494983673,0.3017866015434265,0.8851654529571533,0.7346658110618591
73,0.14454486966133118,0.2941511571407318,0.8692860007286072,0.7242971658706665
74,0.1559092402458191,0.3117455244064331,0.8969835638999939,0.7646607160568237
75,0.15339070558547974,0.30691975355148315,0.8636478781700134,0.7467966079711914
76,0.16457565128803253,0.3205045759677887,0.7991577386856079,0.7041752934455872
77,0.17132683098316193,0.32228711247444153,0.8226168155670166,0.7245868444442749
78,0.17412041127681732,0.3271472156047821,0.8911603093147278,0.7636874914169312
79,0.1925588697195053,0.354499489068985,0.9165377020835876,0.7839921712875366
80,0.2263912558555603,0.3884340226650238,0.9098496437072754,0.7499067187309265
81,0.18792621791362762,0.34667080640792847,1.1952366828918457,0.8388981223106384
82,0.15925268828868866,0.31489992141723633,1.9158917665481567,1.1137455701828003
83,0.17376141250133514,0.33291950821876526,2.1860857009887695,1.2138633728027344
84,0.15990547835826874,0.31790292263031006,1.5233269929885864,0.9728304743766785
85,0.14384309947490692,0.2924174964427948,1.5977795124053955,1.0026922225952148
86,0.14177025854587555,0.29867613315582275,2.0654749870300293,1.1700457334518433
87,0.139666348695755,0.3000468611717224,2.0916216373443604,1.1732574701309204
88,0.12098223716020584,0.26753973960876465,1.69219172000885,1.0285954475402832
89,0.121867835521698,0.26832178235054016,1.3421361446380615,0.8962889909744263
90,0.15256613492965698,0.3092159628868103,1.259539008140564,0.8666198253631592
91,0.16660486161708832,0.3163374066352844,1.2738959789276123,0.874666154384613
92,0.1604003757238388,0.31953099370002747,1.7218806743621826,1.0396031141281128
93,0.2090141624212265,0.36655983328819275,2.5006699562072754,1.3145225048065186
94,0.19822905957698822,0.3579833209514618,2.9305951595306396,1.4573181867599487
95,0.16756649315357208,0.3237496316432953,3.5928053855895996,1.6399922370910645
96,0.17001383006572723,0.3340086340904236,3.3485782146453857,1.5572073459625244
97,0.21598443388938904,0.3808753490447998,2.5043296813964844,1.297183632850647
98,0.23663072288036346,0.3992745280265808,1.2903672456741333,0.8536615967750549
99,0.1871558576822281,0.34585145115852356,0.9695249795913696,0.7596960663795471
