trial,epoch,loss,mae,val_loss,val_mae,status,filters,kernel_size,dropout,dense_units,lr,score,best_step
0,4,6.139083,1.939228,3.76019,1.704322,COMPLETED,16,15,0.30000000000000004,128,0.0005977728042983697,0.8074626326560974,13
0,5,5.924783,1.916925,3.534074,1.646306,COMPLETED,16,15,0.30000000000000004,128,0.0005977728042983697,0.8074626326560974,13
0,6,5.536879,1.882526,3.403621,1.611888,COMPLETED,16,15,0.30000000000000004,128,0.0005977728042983697,0.8074626326560974,13
0,7,5.338617,1.838507,3.351076,1.598125,COMPLETED,16,15,0.30000000000000004,128,0.0005977728042983697,0.8074626326560974,13
0,8,4.927363,1.751761,3.206294,1.558779,COMPLETED,16,15,0.30000000000000004,128,0.0005977728042983697,0.8074626326560974,13
0,9,5.005751,1.775709,3.123662,1.536025,COMPLETED,16,15,0.30000000000000004,128,0.0005977728042983697,0.8074626326560974,13
0,10,4.564562,1.708185,2.955575,1.489117,COMPLETED,16,15,0.30000000000000004,128,0.0005977728042983697,0.8074626326560974,13
0,11,4.406372,1.63505,2.775195,1.437637,COMPLETED,16,15,0.30000000000000004,128,0.0005977728042983697,0.8074626326560974,13
0,12,4.263178,1.636339,2.776166,1.437567,COMPLETED,16,15,0.30000000000000004,128,0.0005977728042983697,0.8074626326560974,13
0,13,4.034974,1.566147,2.909136,1.474196,COMPLETED,16,15,0.30000000000000004,128,0.0005977728042983697,0.8074626326560974,13
0,14,3.46668,1.456636,2.955966,1.485755,COMPLETED,16,15,0.30000000000000004,128,0.0005977728042983697,0.8074626326560974,13
